AQM75274.1	WP_088901260.1	100	98	0	0	1	98	1	98	1.33e-70	215
AQM75274.1	WP_004048516.1	82.8	93	16	0	6	98	4	96	4.58e-55	176
AQM75274.1	WP_157884856.1	75.3	93	23	0	6	98	4	96	4.95e-50	163
WP_004048516.1	WP_004048516.1	100	96	0	0	1	96	1	96	4.51e-68	209
WP_004048516.1	WP_088901260.1	82.8	93	16	0	4	96	6	98	3.16e-55	176
WP_004048516.1	WP_157884856.1	76.0	96	23	0	1	96	1	96	1.41e-53	172
WP_013876076.1	WP_013876076.1	100	340	0	0	1	340	1	340	1.53e-229	637
WP_013876076.1	WP_226043415.1	56.5	338	136	6	3	332	2	336	2.46e-107	328
WP_013876076.1	WP_276257232.1	51.5	338	154	6	4	332	3	339	1.11e-93	294
WP_013876076.1	ELY68834.1	50.3	306	145	4	34	333	23	327	8.21e-85	271
WP_013876076.1	WP_193364773.1	50.3	306	145	4	34	333	35	339	1.19e-84	271
WP_013876076.1	WP_006665477.1	39.9	363	166	15	6	340	6	344	2.96e-45	168
