WP_006111378.1	75a32332925d5c4c3b7525df305b9760	342	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	32	342	-	T	02-05-2023	-	-
WP_006111378.1	75a32332925d5c4c3b7525df305b9760	342	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	31	-	T	02-05-2023	-	-
WP_006111378.1	75a32332925d5c4c3b7525df305b9760	342	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	8	19	-	T	02-05-2023	-	-
WP_006111378.1	75a32332925d5c4c3b7525df305b9760	342	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	30	-	T	02-05-2023	-	-
WP_006111378.1	75a32332925d5c4c3b7525df305b9760	342	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	20	31	-	T	02-05-2023	-	-
WP_006111378.1	75a32332925d5c4c3b7525df305b9760	342	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	7	-	T	02-05-2023	-	-
WP_006111378.1	75a32332925d5c4c3b7525df305b9760	342	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	31	-	T	02-05-2023	-	-
WP_006111378.1	75a32332925d5c4c3b7525df305b9760	342	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	23	-	T	02-05-2023	-	-
WP_006111378.1	75a32332925d5c4c3b7525df305b9760	342	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	9	31	-	T	02-05-2023	-	-
WP_193364773.1	73e923faf180f07ff531b5b0a9e7500b	371	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	32	342	-	T	02-05-2023	-	-
WP_193364773.1	73e923faf180f07ff531b5b0a9e7500b	371	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	20	-	T	02-05-2023	-	-
WP_193364773.1	73e923faf180f07ff531b5b0a9e7500b	371	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	343	365	-	T	02-05-2023	-	-
