WP_049980259.1	31b70f1e4681d298f75d1f8bfa2010db	295	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	6	18	-	T	02-05-2023	-	-
WP_049980259.1	31b70f1e4681d298f75d1f8bfa2010db	295	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	23	-	T	02-05-2023	-	-
WP_049980259.1	31b70f1e4681d298f75d1f8bfa2010db	295	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	19	23	-	T	02-05-2023	-	-
WP_049980259.1	31b70f1e4681d298f75d1f8bfa2010db	295	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	23	-	T	02-05-2023	-	-
WP_049980259.1	31b70f1e4681d298f75d1f8bfa2010db	295	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	23	-	T	02-05-2023	-	-
WP_049980259.1	31b70f1e4681d298f75d1f8bfa2010db	295	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	24	295	-	T	02-05-2023	-	-
WP_049980259.1	31b70f1e4681d298f75d1f8bfa2010db	295	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	28	-	T	02-05-2023	-	-
WP_049980259.1	31b70f1e4681d298f75d1f8bfa2010db	295	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	5	-	T	02-05-2023	-	-
WP_049980259.1	31b70f1e4681d298f75d1f8bfa2010db	295	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	7	29	-	T	02-05-2023	-	-
WP_227132335.1	c2d2b5f9b2f16d4c7d1148bc8ce1a6b0	300	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	22	-	T	02-05-2023	-	-
WP_227132335.1	c2d2b5f9b2f16d4c7d1148bc8ce1a6b0	300	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	9	-	T	02-05-2023	-	-
WP_227132335.1	c2d2b5f9b2f16d4c7d1148bc8ce1a6b0	300	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	29	-	T	02-05-2023	-	-
WP_227132335.1	c2d2b5f9b2f16d4c7d1148bc8ce1a6b0	300	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	22	30	-	T	02-05-2023	-	-
WP_227132335.1	c2d2b5f9b2f16d4c7d1148bc8ce1a6b0	300	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	30	-	T	02-05-2023	-	-
WP_227132335.1	c2d2b5f9b2f16d4c7d1148bc8ce1a6b0	300	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	35	5.0	T	02-05-2023	-	-
