WP_174682793.1	d5efd0af3c3f203dca2832cd713349e0	270	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	19	-	T	02-05-2023	-	-
WP_174682793.1	d5efd0af3c3f203dca2832cd713349e0	270	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	6	14	-	T	02-05-2023	-	-
WP_174682793.1	d5efd0af3c3f203dca2832cd713349e0	270	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	5	-	T	02-05-2023	-	-
WP_174682793.1	d5efd0af3c3f203dca2832cd713349e0	270	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	15	19	-	T	02-05-2023	-	-
WP_174682793.1	d5efd0af3c3f203dca2832cd713349e0	270	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	20	270	-	T	02-05-2023	-	-
WP_006671473.1	eff3bfbaaf7602e47bb202105a0ff934	269	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	21	269	-	T	02-05-2023	-	-
WP_006671473.1	eff3bfbaaf7602e47bb202105a0ff934	269	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	6	16	-	T	02-05-2023	-	-
WP_006671473.1	eff3bfbaaf7602e47bb202105a0ff934	269	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	17	20	-	T	02-05-2023	-	-
WP_006671473.1	eff3bfbaaf7602e47bb202105a0ff934	269	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	20	-	T	02-05-2023	-	-
WP_006671473.1	eff3bfbaaf7602e47bb202105a0ff934	269	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	5	-	T	02-05-2023	-	-
WP_006671473.1	eff3bfbaaf7602e47bb202105a0ff934	269	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	18	-	T	02-05-2023	-	-
WP_013876080.1	4a2024c2f2d3f46f457bae9f75011b1b	272	MobiDBLite	mobidb-lite	consensus disorder prediction	22	46	-	T	02-05-2023	-	-
WP_247005177.1	6f24f0c9d3ac9599f29519ed9c0b4646	274	ProSitePatterns	PS00144	Asparaginase / glutaminase active site signature 1.	9	17	-	T	02-05-2023	IPR020827	Asparaginase/glutaminase, active site 1	GO:0006520	MetaCyc: PWY-5297|MetaCyc: PWY-7811|MetaCyc: PWY-8229|MetaCyc: PWY-8402
WP_247005177.1	6f24f0c9d3ac9599f29519ed9c0b4646	274	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	7	-	T	02-05-2023	-	-
WP_247005177.1	6f24f0c9d3ac9599f29519ed9c0b4646	274	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	27	274	-	T	02-05-2023	-	-
WP_247005177.1	6f24f0c9d3ac9599f29519ed9c0b4646	274	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	20	26	-	T	02-05-2023	-	-
WP_247005177.1	6f24f0c9d3ac9599f29519ed9c0b4646	274	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	8	19	-	T	02-05-2023	-	-
WP_247005177.1	6f24f0c9d3ac9599f29519ed9c0b4646	274	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	26	-	T	02-05-2023	-	-
