WP_166975962.1	f0d289d1cedb04ed30b1a36618511452	469	MobiDBLite	mobidb-lite	consensus disorder prediction	428	469	-	T	03-05-2023	-	-
WP_166975962.1	f0d289d1cedb04ed30b1a36618511452	469	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	37	-	T	03-05-2023	-	-
WP_166975962.1	f0d289d1cedb04ed30b1a36618511452	469	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	30	37	-	T	03-05-2023	-	-
WP_166975962.1	f0d289d1cedb04ed30b1a36618511452	469	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	17	29	-	T	03-05-2023	-	-
WP_166975962.1	f0d289d1cedb04ed30b1a36618511452	469	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	35	-	T	03-05-2023	-	-
WP_166975962.1	f0d289d1cedb04ed30b1a36618511452	469	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	37	-	T	03-05-2023	-	-
WP_166975962.1	f0d289d1cedb04ed30b1a36618511452	469	Coils	Coil	Coil	271	296	-	T	03-05-2023	-	-
WP_166975962.1	f0d289d1cedb04ed30b1a36618511452	469	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	38	243	-	T	03-05-2023	-	-
WP_166975962.1	f0d289d1cedb04ed30b1a36618511452	469	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	37	-	T	03-05-2023	-	-
WP_166975962.1	f0d289d1cedb04ed30b1a36618511452	469	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	244	261	-	T	03-05-2023	-	-
WP_166975962.1	f0d289d1cedb04ed30b1a36618511452	469	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	262	469	-	T	03-05-2023	-	-
WP_166975962.1	f0d289d1cedb04ed30b1a36618511452	469	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	16	-	T	03-05-2023	-	-
WP_166975962.1	f0d289d1cedb04ed30b1a36618511452	469	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	13	35	-	T	03-05-2023	-	-
WP_166975962.1	f0d289d1cedb04ed30b1a36618511452	469	MobiDBLite	mobidb-lite	consensus disorder prediction	428	457	-	T	03-05-2023	-	-
SFQ07740.1	f870cb48cbd60b11e3da2a8ae4281957	414	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	215	240	-	T	03-05-2023	-	-
SFQ07740.1	f870cb48cbd60b11e3da2a8ae4281957	414	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	16	214	-	T	03-05-2023	-	-
SFQ07740.1	f870cb48cbd60b11e3da2a8ae4281957	414	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	15	-	T	03-05-2023	-	-
SFQ07740.1	f870cb48cbd60b11e3da2a8ae4281957	414	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	217	239	-	T	03-05-2023	-	-
SFQ07740.1	f870cb48cbd60b11e3da2a8ae4281957	414	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	11	15	-	T	03-05-2023	-	-
SFQ07740.1	f870cb48cbd60b11e3da2a8ae4281957	414	Coils	Coil	Coil	381	401	-	T	03-05-2023	-	-
SFQ07740.1	f870cb48cbd60b11e3da2a8ae4281957	414	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	1	-	T	03-05-2023	-	-
SFQ07740.1	f870cb48cbd60b11e3da2a8ae4281957	414	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	241	414	-	T	03-05-2023	-	-
SFQ07740.1	f870cb48cbd60b11e3da2a8ae4281957	414	MobiDBLite	mobidb-lite	consensus disorder prediction	18	54	-	T	03-05-2023	-	-
SFQ07740.1	f870cb48cbd60b11e3da2a8ae4281957	414	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	2	10	-	T	03-05-2023	-	-
SFQ07740.1	f870cb48cbd60b11e3da2a8ae4281957	414	Coils	Coil	Coil	251	281	-	T	03-05-2023	-	-
SFQ07740.1	f870cb48cbd60b11e3da2a8ae4281957	414	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	15	-	T	03-05-2023	-	-
WP_247005043.1	0886fe7feac92ea05fc3e0e91624f56a	401	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	177	-	T	03-05-2023	-	-
WP_247005043.1	0886fe7feac92ea05fc3e0e91624f56a	401	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	200	401	-	T	03-05-2023	-	-
WP_247005043.1	0886fe7feac92ea05fc3e0e91624f56a	401	Coils	Coil	Coil	355	375	-	T	03-05-2023	-	-
WP_247005043.1	0886fe7feac92ea05fc3e0e91624f56a	401	MobiDBLite	mobidb-lite	consensus disorder prediction	369	401	-	T	03-05-2023	-	-
WP_247005043.1	0886fe7feac92ea05fc3e0e91624f56a	401	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	178	199	-	T	03-05-2023	-	-
