WP_004048500.1	WP_004048500.1	100	248	0	0	1	248	1	248	1.12e-169	478
WP_004048500.1	WP_088901272.1	96.0	248	10	0	1	248	183	430	4.50e-161	463
WP_004048500.1	WP_176580080.1	96.0	248	10	0	1	248	183	430	4.50e-161	463
WP_004048500.1	WP_157884851.1	89.9	248	25	0	1	248	184	431	6.70e-149	432
WP_012946162.1	WP_012946162.1	100	418	0	0	1	418	1	418	2.12e-280	772
WP_012946162.1	WP_006111401.1	76.8	418	91	1	1	418	1	412	1.47e-214	605
WP_012946162.1	WP_006665487.1	76.6	418	92	1	1	418	1	412	2.96e-214	605
WP_012946162.1	WP_049967315.1	75.5	417	96	2	2	418	3	413	1.68e-211	598
WP_012946162.1	WP_226043403.1	75.3	421	96	3	2	418	3	419	4.89e-210	594
WP_012946162.1	WP_049895738.1	71.3	418	120	0	1	418	1	418	4.44e-201	572
WP_049895738.1	WP_049895738.1	100	418	0	0	1	418	1	418	6.21e-289	794
WP_049895738.1	WP_006665487.1	74.2	418	102	1	1	418	1	412	2.42e-213	602
WP_049895738.1	WP_006111401.1	73.9	418	103	1	1	418	1	412	2.81e-212	600
WP_049895738.1	WP_012946162.1	71.3	418	120	0	1	418	1	418	1.09e-201	573
WP_049895738.1	WP_049967315.1	67.9	417	128	2	2	418	3	413	1.03e-186	535
WP_157884851.1	WP_157884851.1	100	431	0	0	1	431	1	431	1.23e-297	817
WP_157884851.1	WP_176580080.1	84.1	434	62	4	1	431	1	430	3.46e-244	682
WP_157884851.1	WP_088901272.1	83.9	434	63	4	1	431	1	430	8.12e-243	678
WP_157884851.1	WP_004048500.1	89.9	248	25	0	184	431	1	248	7.09e-150	436
WP_226043403.1	WP_226043403.1	100	419	0	0	1	419	1	419	6.42e-287	789
WP_226043403.1	WP_012946162.1	75.3	421	96	3	3	419	2	418	9.88e-210	593
WP_226043403.1	WP_006111401.1	73.3	423	98	4	1	419	1	412	4.54e-202	574
WP_226043403.1	WP_006665487.1	73.3	423	98	4	1	419	1	412	6.44e-202	573
WP_226043403.1	WP_049967315.1	72.6	423	102	4	1	419	1	413	2.71e-201	572
WP_226043403.1	SFQ07740.1	47.5	358	186	1	62	417	52	409	3.63e-96	305
WP_226043403.1	WP_079990213.1	47.5	358	186	1	62	417	62	419	4.93e-96	305
WP_226043403.1	WP_154018461.1	46.9	358	188	1	62	417	56	413	4.63e-95	302
WP_226043403.1	WP_135306354.1	35.0	420	250	6	2	404	13	426	7.31e-50	186
WP_226043403.1	WP_166975962.1	33.6	360	222	3	62	404	70	429	6.27e-46	176
WP_006665487.1	WP_006665487.1	100	412	0	0	1	412	1	412	1.14e-281	775
WP_006665487.1	WP_006111401.1	99.0	412	4	0	1	412	1	412	3.13e-279	769
WP_006665487.1	WP_012946162.1	76.6	418	92	1	1	412	1	418	2.05e-214	605
WP_006665487.1	WP_049895738.1	74.2	418	102	1	1	412	1	418	9.69e-213	601
WP_006665487.1	WP_049967315.1	74.6	414	99	2	2	412	3	413	1.88e-204	580
WP_006665487.1	WP_226043403.1	73.3	423	98	4	1	412	1	419	4.46e-202	574
WP_006665487.1	WP_178289021.1	44.8	362	196	3	46	404	45	405	1.07e-90	290
WP_176580080.1	WP_176580080.1	100	430	0	0	1	430	1	430	1.55e-295	811
WP_176580080.1	WP_088901272.1	99.3	430	3	0	1	430	1	430	1.21e-292	804
WP_176580080.1	WP_157884851.1	84.1	434	62	4	1	430	1	431	2.32e-242	677
WP_176580080.1	WP_004048500.1	96.0	248	10	0	183	430	1	248	1.11e-160	463
WP_049967315.1	WP_049967315.1	100	413	0	0	1	413	1	413	1.29e-283	780
WP_049967315.1	WP_012946162.1	75.5	417	96	2	3	413	2	418	4.75e-211	597
WP_049967315.1	WP_006665487.1	74.8	413	98	2	4	413	3	412	1.09e-203	578
WP_049967315.1	WP_006111401.1	74.3	413	100	2	4	413	3	412	1.26e-202	575
WP_049967315.1	WP_226043403.1	72.6	423	102	4	1	413	1	419	5.38e-201	571
WP_049967315.1	WP_049895738.1	67.9	417	128	2	3	413	2	418	1.67e-185	532
WP_088901272.1	WP_088901272.1	100	430	0	0	1	430	1	430	8.94e-295	810
WP_088901272.1	WP_176580080.1	99.3	430	3	0	1	430	1	430	1.73e-292	804
WP_088901272.1	WP_157884851.1	83.9	434	63	4	1	430	1	431	5.44e-241	674
WP_088901272.1	WP_004048500.1	96.0	248	10	0	183	430	1	248	1.11e-160	463
WP_006111401.1	WP_006111401.1	100	412	0	0	1	412	1	412	4.85e-283	778
WP_006111401.1	WP_006665487.1	99.0	412	4	0	1	412	1	412	6.59e-281	773
WP_006111401.1	WP_012946162.1	76.8	418	91	1	1	412	1	418	2.16e-216	610
WP_006111401.1	WP_049895738.1	73.9	418	103	1	1	412	1	418	2.39e-213	602
WP_006111401.1	WP_049967315.1	74.2	414	101	2	2	412	3	413	6.57e-205	581
WP_006111401.1	WP_226043403.1	73.3	423	98	4	1	412	1	419	1.91e-203	577
WP_006111401.1	WP_178289021.1	44.5	362	197	3	46	404	45	405	5.38e-91	291
